suburb,state,postcode,num_streets,RenewalsOrAcq,collection_amount,donation_amount,total_received,dob,age,gender,weekends,profitable
Woollahra,NSW,2025,9,Acq,54.3,40,94.3,2/02/1999,16,1,4,1
Woollahra,NSW,2025,1,Renewals,87,0,87,na,,1,4,1
WOOLLAHRA,NSW,2025,1,Renewals,85,0,85,na,,1,4,1
Woollahra,NSW,2025,1,Acq,75,0,75,na,,0,4,0
WOOLLAHRA,NSW,2025,1,Acq,52,0,52,16/02/1943,72,0,4,0
WOOLLAHRA,NSW,2025,1,Renewals,0,50,50,na,,0,4,0
Woollahra,NSW,2025,1,Renewals,32,0,32,na,,1,4,0
North Bondi,NSW,2026,9,Acq,0,500,500,20/03/1941,74,0,4,1
Bondi,NSW,2026,1,Acq,482,0,482,na,,0,4,1
BONDI BEACH,NSW,2026,1,Renewals,150,100,250,na,,1,4,1
NORTH BONDI,NSW,2026,1,Renewals,199,0,199,15/01/1939,76,0,4,1
Bondi,NSW,2026,1,Acq,150,0,150,7/11/1953,62,1,4,1
North Bondi,NSW,2026,1,Acq,103.9,25,128.9,na,,1,4,1
Bondi,NSW,2026,1,Renewals,105,0,105,na,,1,4,1
North Bondi,NSW,2026,1,Renewals,102,0,102,na,,1,4,1
NORTH BONDI,NSW,2026,9,Acq,100,0,100,5/04/1959,56,1,4,1
Bondi Beach,NSW,2026,1,Acq,100,0,100,na,,0,4,1
North Bondi,NSW,2026,1,Acq,100,0,100,na,,0,4,1
Bondi Beach,NSW,2026,1,Acq,100,0,100,11/05/1950,65,0,4,1
Tamarama,NSW,2026,1,Acq,69.45,30.55,100,26/05/1958,57,1,4,1
BONDI,NSW,2026,1,Acq,93.7,0,93.7,na,,1,4,1
Bondi Beach,NSW,2026,1,Acq,90,0,90,3/09/1952,63,1,4,1
North Bondi,NSW,2026,1,Acq,85,0,85,na,,1,4,1
BONDI BEACH,NSW,2026,1,Acq,72,0,72,na,,1,4,0
BONDI BEACH,NSW,2026,1,Acq,65,0,65,na,,1,4,0
Bondi,NSW,2026,1,Renewals,64,0,64,na,,1,4,0
North Bondi,NSW,2026,9,Acq,57,0,57,na,,0,4,0
North Bondi,NSW,2026,1,Renewals,56.65,0,56.65,2/07/1947,68,0,4,0
Bondi Beach,NSW,2026,1,Acq,0,50,50,na,,0,4,0
Bondi Beach,NSW,2026,1,Renewals,0,50,50,na,,0,4,0
NORTH BONDI,NSW,2026,1,Renewals,45,0,45,8/07/1950,65,1,4,0
BONDI,NSW,2026,1,Acq,0,30,30,na,,1,4,0
Bondi,NSW,2026,9,Acq,26,0,26,3/11/1936,79,1,4,0
BONDI,NSW,2026,1,Acq,20,0,20,na,,0,4,0
North Bondi,NSW,2026,9,Acq,20,0,20,na,,1,4,0
Bondi,NSW,2026,9,Acq,0,5,5,1/01/1937,78,0,4,0
Darling Point,NSW,2027,10,Renewals,1200,0,1200,na,,1,4,1
Edgecliff,NSW,2027,1,Acq,530,0,530,na,,1,4,1
Darling Point,NSW,2027,1,Renewals,205,0,205,na,,1,4,1
Darling Point,NSW,2027,1,Acq,140,0,140,na,,1,4,1
Point Piper,NSW,2027,1,Acq,90,0,90,1/01/1948,67,0,4,1
POINT PIPER,NSW,2027,1,Renewals,80,0,80,11/02/1929,86,1,4,1
Edgecliff,NSW,2027,9,Acq,66.05,0,66.05,na,,1,4,0
DOUBLE BAY,NSW,2028,1,Renewals,135,500,635,25/11/1943,72,1,4,1
Double Bay,NSW,2028,1,Renewals,124,0,124,15/11/1932,83,1,4,1
Double Bay,NSW,2028,1,Acq,70,0,70,na,,1,4,0
Double Bay,NSW,2028,9,Acq,0,50,50,na,,1,4,0
Double Bay,NSW,2028,1,Acq,0,10,10,na,,1,4,0
ROSE BAY,NSW,2029,1,Renewals,344,0,344,27/06/1937,78,0,4,1
Rose Bay,NSW,2029,1,Renewals,243.05,0,243.05,17/10/1951,64,0,4,1
Rose Bay,NSW,2029,1,Acq,235,0,235,25/07/1958,57,1,4,1
Rose Bay,NSW,2029,1,Renewals,235,0,235,1/01/1947,68,0,4,1
Rose Bay,NSW,2029,1,Renewals,155,0,155,na,,1,4,1
Rose Bay,NSW,2029,1,Renewals,125,0,125,na,,1,4,1
Rose Bay,NSW,2029,9,Acq,60,50,110,na,,1,4,1
ROSE BAY,NSW,2029,1,Acq,110,0,110,3/11/1949,66,0,4,1
ROSE BAY,NSW,2029,1,Renewals,110,0,110,na,,1,4,1
ROSE BAY,NSW,2029,1,Acq,102,0,102,na,,1,4,1
ROSE BAY,NSW,2029,1,Acq,60,0,60,na,,1,4,0
Rose Bay,NSW,2029,9,Acq,50,0,50,17/09/1933,82,1,4,0
ROSE BAY,NSW,2029,9,Acq,41,0,41,na,,1,4,0
Rose Bay,NSW,2029,1,Acq,36,0,36,14/07/1951,64,0,4,0
ROSE BAY,NSW,2029,1,Renewals,32,0,32,na,,1,4,0
Rose Bay,NSW,2029,1,Acq,26,0,26,na,,1,4,0
Rose Bay,NSW,2029,1,Acq,24.7,0,24.7,17/03/1970,45,1,4,0
Dover Heights,NSW,2030,1,Acq,374,0,374,na,,1,4,1
VAUCLUSE,NSW,2030,1,Renewals,350,0,350,na,,0,4,1
Vaucluse,NSW,2030,1,Acq,250,0,250,1/10/1943,72,1,4,1
Vaucluse,NSW,2030,9,Acq,150,50,200,na,,0,4,1
ROSE BAY NORTH,NSW,2030,1,Renewals,186.45,13.55,200,30/11/1943,72,0,4,1
DOVER HEIGHTS,NSW,2030,1,Renewals,192.5,0,192.5,21/10/1923,92,1,4,1
Vaucluse,NSW,2030,1,Renewals,191,0,191,20/05/1958,57,0,4,1
WATSONS BAY,NSW,2030,1,Renewals,146.5,20,166.5,1/10/1967,48,1,4,1
ROSE BAY NORTH,NSW,2030,1,Acq,159.25,0,159.25,na,,0,4,1
Vaucluse,NSW,2030,1,Acq,150,0,150,1/10/1943,72,1,4,1
Dover Heights,NSW,2030,1,Acq,100,0,100,na,,1,4,1
DOVER HEIGHTS,NSW,2030,1,Acq,95,0,95,na,,1,4,1
Vaucluse,NSW,2030,1,Renewals,90,0,90,na,,1,4,1
Vaucluse,NSW,2030,1,Acq,65.4,0,65.4,1/01/1932,83,1,4,0
Vaucluse,NSW,2030,1,Acq,62.95,0,62.95,29/03/1955,60,0,4,0
Vaucluse,NSW,2030,9,Acq,60,0,60,na,,1,4,0
Vaucluse,NSW,2030,1,Acq,60,0,60,1/08/1939,76,1,4,0
WATSONS BAY,NSW,2030,1,Acq,50,0,50,1/01/1930,85,1,4,0
Watsons Bay,NSW,2030,1,Renewals,47,0,47,na,,1,4,0
Vaucluse,NSW,2030,1,Acq,29,0,29,13/05/1944,71,1,4,0
Dover Heights,NSW,2030,9,Acq,0,25,25,na,,0,4,0
Randwick,NSW,2031,9,Acq,320,0,320,na,,0,4,1
ST PAULS,NSW,2031,1,Renewals,251.5,0,251.5,na,,0,4,1
RANDWICK,NSW,2031,1,Renewals,210.1,0,210.1,12/06/1945,70,0,4,1
RANDWICK,NSW,2031,9,Acq,200,0,200,na,,0,4,1
Randwick,NSW,2031,1,Acq,179,0,179,1/08/1940,75,1,4,1
RANDWICK,NSW,2031,1,Renewals,162.85,0,162.85,17/10/1960,55,1,4,1
Randwick,NSW,2031,1,Renewals,149.1,0,149.1,na,,1,4,1
CLOVELLY,NSW,2031,1,Renewals,146,0,146,na,,1,4,1
CLOVELLY,NSW,2031,1,Renewals,130,0,130,na,,1,4,1
RANDWICK,NSW,2031,2,Renewals,116,0,116,29/03/1939,76,1,4,1
Randwick,NSW,2031,1,Acq,110,0,110,25/06/1963,52,1,4,1
CLOVELLY,NSW,2031,1,Renewals,110,0,110,14/06/1970,45,1,4,1
CLOVELLY,NSW,2031,1,Renewals,102,0,102,na,,1,4,1
Randwick,NSW,2031,1,Acq,101,0,101,1/08/1961,54,0,4,1
RANDWICK,NSW,2031,1,Acq,100,0,100,7/12/1968,47,1,4,1
Randwick,NSW,2031,1,Acq,100,0,100,na,,1,4,1
Clovelly,NSW,2031,1,Acq,100,0,100,na,,1,4,1
RANDWICK,NSW,2031,1,Renewals,100,0,100,17/03/1968,47,1,4,1
CLOVELLY,NSW,2031,1,Renewals,100,0,100,18/02/1969,46,1,4,1
CLOVELLY,NSW,2031,1,Renewals,100,0,100,na,,1,4,1
CLOVELLY,NSW,2031,1,Renewals,100,0,100,14/08/1940,75,1,4,1
Randwick,NSW,2031,1,Acq,92.05,0,92.05,na,,1,4,1
RANDWICK,NSW,2031,1,Renewals,90,0,90,21/07/1967,48,1,4,1
RANDWICK,NSW,2031,1,Renewals,81,0,81,na,,1,4,1
Randwick,NSW,2031,9,Acq,75,0,75,na,,1,4,0
Randwick,NSW,2031,1,Renewals,72,0,72,na,,1,4,0
RANDWICK,NSW,2031,2,Renewals,68,0,68,4/12/1957,58,1,4,0
RANDWICK,NSW,2031,1,Acq,66,0,66,na,,0,4,0
Randwick,NSW,2031,9,Acq,66,0,66,na,,1,4,0
CLOVELLY,NSW,2031,1,Renewals,62,0,62,na,,1,4,0
Randwick,NSW,2031,9,Acq,50,0,50,17/12/1958,57,1,4,0
RANDWICK,NSW,2031,1,Acq,0,50,50,na,,1,4,0
RANDWICK,NSW,2031,1,Acq,50,0,50,na,,0,4,0
Randwick,NSW,2031,1,Acq,0,50,50,26/06/1938,77,1,4,0
Randwick,NSW,2031,1,Renewals,50,0,50,6/04/1977,38,1,4,0
Randwick,NSW,2031,1,Acq,40,0,40,1/06/1967,48,0,4,0
Randwick,NSW,2031,2,Acq,30,0,30,na,,1,4,0
Randwick,NSW,2031,1,Acq,20,0,20,na,,0,4,0
Randwick,NSW,2031,1,Acq,20,0,20,na,,1,4,0
RANDWICK,NSW,2031,9,Acq,0,20,20,na,,1,4,0
RANDWICK,NSW,2031,9,Acq,0,20,20,na,,1,4,0
Randwick,NSW,2031,9,Acq,0,20,20,na,,0,4,0
Randwick,NSW,2031,1,Renewals,16,0,16,6/01/1948,67,0,4,0
Kingsford,NSW,2032,1,Acq,343,0,343,na,,1,4,1
KINGSFORD,NSW,2032,1,Renewals,298.3,0,298.3,11/09/1955,60,1,4,1
KINGSFORD,NSW,2032,9,Acq,280,0,280,na,,1,4,1
Kingsford,NSW,2032,1,Acq,182,0,182,19/03/1958,57,1,4,1
Kingsford,NSW,2032,1,Acq,131.2,0,131.2,9/06/1957,58,1,4,1
KINGSFORD,NSW,2032,1,Renewals,110,0,110,na,,0,4,1
Kingsford,NSW,2032,1,Acq,100,0,100,na,,1,4,1
Kingsford,NSW,2032,1,Acq,80,0,80,na,,0,4,1
DACEYVILLE,NSW,2032,1,Renewals,70,0,70,30/11/1926,89,1,4,0
Kingsford,NSW,2032,9,Acq,20,30,50,25/07/1954,61,1,4,0
Kingsford,NSW,2032,9,Acq,0,50,50,na,,1,4,0
Kingsford,NSW,2032,1,Acq,41.1,0,41.1,na,,0,4,0
Kingsford,NSW,2032,1,Renewals,35,0,35,na,,1,4,0
Kingsford,NSW,2032,1,Acq,34,0,34,11/07/1949,66,1,4,0
KINGSFORD,NSW,2032,1,Acq,0,30,30,21/04/1943,72,1,4,0
Daceyville,NSW,2032,1,Acq,30,0,30,27/12/1926,89,1,4,0
Kingsford,NSW,2032,1,Acq,30,0,30,na,,1,4,0
Kingsford,NSW,2032,9,Acq,30,0,30,na,,1,4,0
Kingsford,NSW,2032,9,Acq,24,0,24,23/08/1975,40,0,4,0
Kingsford,NSW,2032,1,Acq,0,20,20,na,,1,4,0
Kingsford,NSW,2032,9,Acq,20,0,20,na,,1,4,0
KINGSFORD,NSW,2032,2,Renewals,20,0,20,na,,0,4,0
KINGSFORD,NSW,2032,1,Renewals,20,0,20,na,,0,4,0
Kensington,NSW,2033,1,Acq,327,0,327,22/12/1940,75,0,4,1
Kensington,NSW,2033,9,Acq,250,0,250,na,,1,4,1
Kensington,NSW,2033,1,Renewals,213.5,0,213.5,na,,0,4,1
Kensington,NSW,2033,1,Acq,188.6,0,188.6,1/01/1949,66,0,4,1
Kensington,NSW,2033,1,Acq,130,0,130,22/12/1940,75,0,4,1
Kensington,NSW,2033,1,Acq,110,0,110,29/09/1963,52,1,4,1
Kensington,NSW,2033,1,Acq,100,0,100,na,,1,4,1
Kensington,NSW,2033,1,Renewals,94,0,94,na,,1,4,1
Kensington,NSW,2033,1,Renewals,94,0,94,29/07/1924,91,0,4,1
KENSINGTON,NSW,2033,1,Renewals,86,0,86,8/01/1949,66,0,4,1
Kensington,NSW,2033,1,Renewals,75,0,75,na,,1,4,0
Kensington,NSW,2033,1,Renewals,50,0,50,5/09/1937,78,0,4,0
COOGEE,NSW,2034,1,Renewals,450,0,450,na,,1,4,1
COOGEE,NSW,2034,1,Renewals,320,0,320,16/10/1949,66,1,4,1
Coogee,NSW,2034,1,Acq,300,0,300,na,,1,4,1
Coogee,NSW,2034,1,Renewals,167,0,167,9/04/1952,63,1,4,1
Coogee,NSW,2034,9,Acq,160,0,160,11/10/1941,74,0,4,1
Coogee,NSW,2034,1,Renewals,150,0,150,na,,0,4,1
South Coogee,NSW,2034,2,Acq,135,0,135,14/01/1937,78,0,4,1
Coogee,NSW,2034,1,Acq,114.1,0,114.1,na,,1,4,1
SOUTH COOGEE,NSW,2034,1,Renewals,85,0,85,na,,1,4,1
South Coogee,NSW,2034,1,Acq,75,0,75,na,,0,4,0
Coogee,NSW,2034,1,Acq,69.65,0,69.65,23/07/1937,78,0,4,0
Coogee,NSW,2034,1,Acq,69.25,0,69.25,na,,0,4,0
Coogee,NSW,2034,1,Acq,59,0,59,na,,1,4,0
Coogee,NSW,2034,1,Acq,0,50,50,na,,1,4,0
South Coogee,NSW,2034,1,Acq,0,50,50,na,,1,4,0
COOGEE,NSW,2034,1,Renewals,26,0,26,13/10/1943,72,1,4,0
Coogee,NSW,2034,1,Acq,25,0,25,1/04/1941,74,1,4,0
South Coogee,NSW,2034,1,Renewals,25,0,25,17/03/1945,70,0,4,0
SOUTH COOGEE,NSW,2034,1,Acq,20,0,20,na,,1,4,0
Coogee,NSW,2034,1,Acq,20,0,20,4/06/1962,53,0,4,0
Coogee,NSW,2034,1,Acq,15.5,0,15.5,9/01/1924,91,1,4,0
South Coogee,NSW,2034,9,Acq,0,15,15,na,,1,4,0
PAGEWOOD,NSW,2035,2,Renewals,209.75,0,209.75,9/02/1928,87,0,4,1
Maroubra,NSW,2035,1,Renewals,165.5,0,165.5,11/05/1947,68,1,4,1
MAROUBRA,NSW,2035,1,Renewals,156,0,156,14/03/1952,63,1,4,1
Maroubra,NSW,2035,1,Acq,155,0,155,na,,1,4,1
Maroubra,NSW,2035,1,Acq,155,0,155,na,,1,4,1
Maroubra,NSW,2035,1,Acq,112,0,112,10/07/1990,25,1,4,1
Maroubra,NSW,2035,1,Acq,112,0,112,na,,1,4,1
MAROUBRA,NSW,2035,1,Renewals,110,0,110,na,,1,4,1
Maroubra,NSW,2035,9,Acq,57,50,107,na,,0,4,1
MAROUBRA,NSW,2035,1,Renewals,101,0,101,na,,1,4,1
MAROUBRA,NSW,2035,1,Acq,100,0,100,na,,0,4,1
Maroubra,NSW,2035,1,Acq,98.2,0,98.2,8/08/1944,71,1,4,1
Maroubra,NSW,2035,9,Acq,82,0,82,na,,0,4,1
MAROUBRA,NSW,2035,1,Renewals,60,0,60,21/07/1938,77,1,4,0
MAROUBRA,NSW,2035,9,Acq,58.5,0,58.5,na,,1,4,0
MAROUBRA,NSW,2035,1,Renewals,53,0,53,na,,1,4,0
MAROUBRA,NSW,2035,1,Renewals,52,0,52,na,,0,4,0
Maroubra,NSW,2035,1,Acq,0,50,50,na,,0,4,0
Maroubra,NSW,2035,9,Acq,50,0,50,na,,0,4,0
MAROUBRA,NSW,2035,1,Renewals,14,30,44,na,,1,4,0
Maroubra,NSW,2035,1,Acq,38,0,38,na,,1,4,0
Maroubra,NSW,2035,9,Acq,28,0,28,13/11/1953,62,1,4,0
Pagewood,NSW,2035,3,Acq,0,20,20,1/01/1992,23,1,4,0
MAROUBRA,NSW,2035,9,Acq,20,0,20,na,,1,4,0
Maroubra,NSW,2035,1,Renewals,20,0,20,23/03/1954,61,0,4,0
Maroubra,NSW,2035,1,Renewals,15,0,15,na,,1,4,0
MAROUBRA,NSW,2035,9,Acq,10,0,10,na,,1,4,0
Maroubra,NSW,2035,9,Acq,10,0,10,na,,1,4,0
PAGEWOOD,NSW,2035,1,Renewals,10,0,10,na,,0,4,0
Phillip Bay,NSW,2036,1,Acq,227.3,0,227.3,na,,0,4,1
Matraville,NSW,2036,9,Acq,170,0,170,1/01/1944,71,0,4,1
MALABAR,NSW,2036,1,Renewals,128,0,128,1/11/1947,68,1,4,1
MALABAR,NSW,2036,9,Acq,116,0,116,na,,1,4,1
Malabar,NSW,2036,1,Acq,110,0,110,1/01/1962,53,1,4,1
La Perouse,NSW,2036,1,Acq,100,0,100,20/02/1961,54,1,4,1
HILLSDALE,NSW,2036,9,Acq,100,0,100,17/01/1965,50,1,4,1
Matraville,NSW,2036,1,Acq,84,0,84,na,,1,4,1
HILLSDALE,NSW,2036,1,Renewals,84,0,84,1/05/1946,69,1,4,1
Matraville,NSW,2036,9,Acq,80,0,80,5/06/1934,81,1,4,1
EASTGARDENS,NSW,2036,9,Acq,73,0,73,na,,0,4,0
Hillsdale,NSW,2036,1,Acq,70,0,70,na,,0,4,0
HILLSDALE,NSW,2036,9,Acq,70,0,70,na,,0,4,0
MATRAVILLE,NSW,2036,1,Renewals,68.3,0,68.3,na,,1,4,0
Hillsdale,NSW,2036,1,Acq,66.85,0,66.85,na,,0,4,0
Little Bay,NSW,2036,9,Acq,60,0,60,26/10/1951,64,1,4,0
MALABAR,NSW,2036,1,Renewals,60,0,60,na,,1,4,0
Matraville,NSW,2036,9,Acq,55.6,0,55.6,na,,1,4,0
Malabar,NSW,2036,2,Acq,55,0,55,na,,1,4,0
Matraville,NSW,2036,1,Acq,50,0,50,na,,1,4,0
CHIFLEY,NSW,2036,9,Acq,47,0,47,na,,0,4,0
Malabar,NSW,2036,1,Acq,46,0,46,13/12/1994,21,0,4,0
MATRAVILLE,NSW,2036,9,Acq,42,0,42,na,,1,4,0
Matraville,NSW,2036,9,Acq,40,0,40,28/06/1965,50,0,4,0
Chifley,NSW,2036,1,Acq,40,0,40,6/01/1942,73,1,4,0
MATRAVILLE,NSW,2036,9,Acq,40,0,40,17/09/1950,65,0,4,0
LITTLE BAY,NSW,2036,9,Acq,35.7,0,35.7,15/01/1960,55,0,4,0
MATRAVILLE,NSW,2036,9,Acq,0,25,25,na,,1,4,0
MATRAVILLE,NSW,2036,1,Renewals,25,0,25,na,,1,4,0
Little Bay,NSW,2036,1,Acq,0,20,20,19/04/1966,49,1,4,0
Malabar,NSW,2036,9,Acq,2,10,12,na,,0,4,0
Glebe,NSW,2037,9,Acq,1250,0,1250,1/04/1951,64,1,4,1
Glebe,NSW,2037,1,Acq,400,0,400,1/04/1951,64,1,4,1
GLEBE,NSW,2037,1,Renewals,304,0,304,na,,1,4,1
GLEBE,NSW,2037,1,Renewals,200.8,0,200.8,na,,1,4,1
Glebe,NSW,2037,10,Acq,180.6,0,180.6,na,,1,4,1
GLEBE,NSW,2037,9,Renewals,147,0,147,16/04/1959,56,0,4,1
Forest Lodge,NSW,2037,1,Acq,120,0,120,na,,1,4,1
Glebe,NSW,2037,1,Acq,103,0,103,na,,0,4,1
GLEBE,NSW,2037,1,Renewals,102,0,102,26/05/1949,66,1,4,1
Glebe,NSW,2037,1,Acq,0,100,100,na,,1,4,1
Glebe,NSW,2037,1,Renewals,0,60,60,na,,1,4,0
GLEBE,NSW,2037,1,Renewals,55,0,55,16/10/1940,75,1,4,0
Glebe,NSW,2037,1,Renewals,32,0,32,na,,1,4,0
Forest Lodge,NSW,2037,1,Acq,14,0,14,na,,1,4,0
Annandale,NSW,2038,1,Acq,145,0,145,4/06/1948,67,1,4,1
Annandale,NSW,2038,1,Acq,134,0,134,na,,1,4,1
ANNANDALE,NSW,2038,1,Renewals,110,0,110,27/10/1954,61,1,4,1
Annandale,NSW,2038,2,Acq,108,0,108,1/01/1928,87,1,4,1
Annandale,NSW,2038,1,Acq,100,0,100,na,,1,4,1
ANNANDALE,NSW,2038,1,Renewals,70,0,70,1/01/1943,72,0,4,0
Annandale,NSW,2038,1,Acq,50,0,50,11/12/1965,50,1,4,0
Annandale,NSW,2038,1,Acq,27,20,47,16/12/1974,41,1,4,0
ANNANDALE,NSW,2038,1,Acq,0,30,30,28/04/1949,66,1,4,0
Rozelle,NSW,2039,9,Acq,253,0,253,28/10/1962,53,1,4,1
ROZELLE,NSW,2039,1,Renewals,247.9,0,247.9,11/11/1940,75,1,4,1
Rozelle,NSW,2039,9,Acq,100,0,100,23/09/1940,75,0,4,1
Rozelle,NSW,2039,10,Acq,90.5,0,90.5,1/01/1949,66,0,4,1
Rozelle,NSW,2039,10,Acq,45,0,45,na,,1,4,0
Rozelle,NSW,2039,2,Renewals,40,0,40,20/06/1955,60,1,4,0
LILYFIELD,NSW,2040,2,Renewals,292,200,492,11/06/1958,57,1,4,1
LEICHHARDT,NSW,2040,9,Acq,0,200,200,na,,1,4,1
Leichhardt,NSW,2040,1,Acq,0,200,200,24/09/1961,54,0,4,1
LEICHHARDT,NSW,2040,2,Renewals,162,0,162,27/03/1943,72,1,4,1
Leichhardt,NSW,2040,1,Acq,140,0,140,22/01/1972,43,0,4,1
LEICHHARDT,NSW,2040,1,Renewals,122,0,122,23/10/1945,70,1,4,1
LEICHHARDT,NSW,2040,1,Renewals,100,0,100,na,,0,4,1
Leichhardt,NSW,2040,9,Acq,40,56,96,na,,0,4,1
Leichhardt,NSW,2040,1,Renewals,80,0,80,30/04/1960,55,0,4,1
Leichhardt,NSW,2040,1,Acq,60,0,60,4/02/1947,68,1,4,0
Leichhardt,NSW,2040,1,Acq,53,0,53,na,,1,4,0
Leichhardt,NSW,2040,9,Acq,46.5,0,46.5,17/01/1958,57,1,4,0
Leichhardt,NSW,2040,1,Acq,44,0,44,na,,1,4,0
Leichhardt,NSW,2040,9,Acq,36,0,36,na,,1,4,0
LEICHHARDT,NSW,2040,1,Renewals,20,0,20,23/10/1945,70,1,4,0
Balmain,NSW,2041,1,Acq,312,0,312,29/03/1954,61,1,4,1
BIRCHGROVE,NSW,2041,9,Acq,245,0,245,na,,1,4,1
BIRCHGROVE,NSW,2041,1,Renewals,237.5,0,237.5,na,,0,4,1
BALMAIN,NSW,2041,9,Acq,210,0,210,2/10/1944,71,1,4,1
Balmain,NSW,2041,9,Acq,201,0,201,na,,1,4,1
Balmain,NSW,2041,1,Acq,200.8,0,200.8,26/06/1947,68,0,4,1
BALMAIN,NSW,2041,1,Renewals,163.4,0,163.4,na,,0,4,1
Balmain,NSW,2041,9,Acq,158.3,0,158.3,1/11/1941,74,0,4,1
Birchgrove,NSW,2041,1,Renewals,154,0,154,9/06/1961,54,1,4,1
Balmain,NSW,2041,1,Acq,145,0,145,1/03/1946,69,0,4,1
Balmain,NSW,2041,9,Acq,143,0,143,1/01/1951,64,1,4,1
Balmain East,NSW,2041,1,Acq,132,0,132,na,,1,4,1
Balmain East,NSW,2041,2,Acq,110,20,130,1/01/1949,66,0,4,1
Balmain East,NSW,2041,1,Renewals,115,15,130,22/04/1945,70,0,4,1
Balmain,NSW,2041,9,Acq,123,0,123,na,,1,4,1
Birchgrove,NSW,2041,1,Acq,120,0,120,na,,1,4,1
BALMAIN EAST,NSW,2041,2,Acq,118,0,118,16/01/1961,54,1,4,1
Balmain,NSW,2041,9,Acq,103.5,0,103.5,na,,1,4,1
Balmain,NSW,2041,1,Acq,102,0,102,10/06/1951,64,1,4,1
Balmain,NSW,2041,1,Acq,100,0,100,24/04/1964,51,0,4,1
Balmain,NSW,2041,1,Acq,80,0,80,na,,1,4,1
Balmain,NSW,2041,1,Acq,80,0,80,na,,1,4,1
Birchgrove,NSW,2041,9,Acq,77.5,0,77.5,na,,0,4,1
BALMAIN,NSW,2041,1,Renewals,60,0,60,4/12/1939,76,1,4,0
BALMAIN,NSW,2041,1,Renewals,60,0,60,na,,1,4,0
Balmain,NSW,2041,1,Acq,57,0,57,21/04/1956,59,1,4,0
BALMAIN,NSW,2041,1,Renewals,32.1,20,52.1,na,,0,4,0
Birchgrove,NSW,2041,1,Acq,44,0,44,1/08/1938,77,0,4,0
BALMAIN,NSW,2041,9,Acq,20,10,30,1/01/1925,90,1,4,0
Balmain East,NSW,2041,9,Acq,20,0,20,na,,1,4,0
BALMAIN,NSW,2041,2,Acq,10,0,10,1/01/1969,46,0,4,0
Newtown,NSW,2042,1,Renewals,165.9,0,165.9,7/03/1967,48,0,4,1
NEWTOWN,NSW,2042,1,Renewals,125,0,125,4/06/1966,49,1,4,1
ENMORE,NSW,2042,9,Acq,100,0,100,16/06/1963,52,1,4,1
Enmore,NSW,2042,1,Renewals,90,0,90,na,,0,4,1
Newtown,NSW,2042,1,Acq,87,0,87,12/05/1948,67,0,4,1
Newtown,NSW,2042,9,Acq,39,0,39,19/03/1955,60,0,4,0
Newtown,NSW,2042,1,Acq,36,0,36,na,,1,4,0
NEWTOWN,NSW,2042,1,Renewals,32,0,32,23/12/1942,73,0,4,0
Newtown,NSW,2042,1,Renewals,30,0,30,14/09/1961,54,0,4,0
Newtown,NSW,2042,1,Acq,0,15,15,27/10/1944,71,0,4,0
Erskineville,NSW,2043,3,Acq,71,0,71,17/06/1957,58,1,4,0
Erskineville,NSW,2043,1,Renewals,33,0,33,16/08/1936,79,0,4,0
St Peters,NSW,2044,2,Renewals,217.15,0,217.15,na,,1,4,1
ST PETERS,NSW,2044,1,Acq,174.9,0,174.9,16/05/1949,66,1,4,1
SYDENHAM,NSW,2044,1,Renewals,100,0,100,27/01/1962,53,0,4,1
Sydenham,NSW,2044,1,Acq,89,0,89,na,,1,4,1
TEMPE,NSW,2044,1,Renewals,75.7,0,75.7,8/03/1964,51,1,4,1
TEMPE,NSW,2044,1,Acq,71,0,71,na,,1,4,0
SYDENHAM,NSW,2044,1,Renewals,67,0,67,4/05/1960,55,1,4,0
St Peters,NSW,2044,1,Renewals,59,0,59,19/05/1952,63,1,4,0
ST PETERS,NSW,2044,1,Acq,50,0,50,21/05/1952,63,1,4,0
St Peters,NSW,2044,1,Acq,20,5,25,14/10/1958,57,0,4,0
HABERFIELD,NSW,2045,1,Renewals,338.2,0,338.2,na,,0,4,1
HABERFIELD,NSW,2045,1,Renewals,170,0,170,12/07/1946,69,0,4,1
HABERFIELD,NSW,2045,1,Renewals,170,0,170,17/11/1938,77,1,4,1
Haberfield,NSW,2045,1,Acq,159,0,159,27/02/1966,49,1,4,1
Haberfield,NSW,2045,1,Acq,104,46,150,13/11/1963,52,0,4,1
HABERFIELD,NSW,2045,1,Renewals,105,0,105,1/01/1948,67,1,4,1
HABERFIELD,NSW,2045,1,Renewals,100,0,100,na,,1,4,1
HABERFIELD,NSW,2045,9,Acq,88.5,0,88.5,na,,1,4,1
HABERFIELD,NSW,2045,1,Renewals,48,0,48,22/10/1938,77,0,4,0
Haberfield,NSW,2045,9,Acq,44,0,44,1/01/1997,18,1,4,0
HABERFIELD,NSW,2045,1,Renewals,32.8,5,37.8,13/08/1989,26,1,4,0
Haberfield,NSW,2045,1,Acq,35,0,35,na,,1,4,0
Haberfield,NSW,2045,1,Acq,0,25,25,9/04/1933,82,1,4,0
Haberfield,NSW,2045,1,Acq,0,20,20,11/12/1989,26,0,4,0
Canada Bay,NSW,2046,1,Acq,325,175,500,4/06/1955,60,0,4,1
FIVE DOCK,NSW,2046,1,Renewals,399.5,0,399.5,17/12/1946,69,1,4,1
Abbotsford,NSW,2046,9,Acq,355.15,0,355.15,na,,1,4,1
RODD POINT,NSW,2046,1,Renewals,241,0,241,16/02/1940,75,0,4,1
