postcode,Number of individuals,"Taxable income or loss3 no.","Taxable income or loss3 $","Gross tax no.","Gross tax $","Medicare levy no.","Medicare levy $","Medicare levy surcharge no.","Medicare levy surcharge $","Net tax no.","Net tax $","HELP assessment debt no.","HELP assessment debt $","Salary or wages no.","Salary or wages $","Allowances earnings tips directors fees etc no.","Allowances earnings tips directors fees etc $","Employer lump sum payments amount A no.","Employer lump sum payments amount A $","Employment termination payments taxable component no.","Employment termination payments taxable component $","Australian government allowances and payments no.","Australian government allowances and payments $","Australian government pensions and allowances no.","Australian government pensions and allowances $","Australian annuities and superannuation income streams taxable component taxed element no.","Australian annuities and superannuation income streams taxable component taxed element $","Australian annuities and superannuation income streams taxable component untaxed element no.","Australian annuities and superannuation income streams taxable component untaxed element $","Gross interest no.","Gross interest $","Dividends unfranked no.","Dividends unfranked $","Dividends franked no.","Dividends franked $","Dividends franking credit no.","Dividends franking credit $","Total Income or Loss3 no.","Total Income or Loss3 $","Total work related car expenses no.","Total work related car expenses $","Work related travel expenses no.","Work related travel expenses $","Total work related uniform/clothing expenses no.","Total work related uniform/clothing expenses $","Total work related self education expenses no.","Total work related self education expenses $","Other work related expenses no.","Other work related expenses $","Low value pool deduction no.","Low value pool deduction $","Interest deductions no.","Interest deductions $","Dividend deductions no.","Dividend deductions $","Gifts or donations no.","Gifts or donations $","Cost of managing tax affairs no.","Cost of managing tax affairs $","Total deductions3 no.","Total deductions3 $","Total reportable fringe benefits amount no.","Total reportable fringe benefits amount $","Reportable employer superannuation contributions no.","Reportable employer superannuation contributions $","Net primary production distribution no.","Net primary production distribution $","Net non primary production distribution no.","Net non primary production distribution $","Share of franking credit from franked dividends no.","Share of franking credit from franked dividends $","Net PSI transferred no.","Net PSI transferred $","Deferred non-commercial business losses primary production deferred losses no.","Deferred non-commercial business losses primary production deferred losses $","Deferred non-commercial business losses non primary production deferred losses no.","Deferred non-commercial business losses non primary production deferred losses $","Capital gains net capital gain no.","Capital gains net capital gain $","Estimated tax on net capital gains no.","Estimated tax on net capital gains $","Capital gains total current year capital gains no.","Capital gains total current year capital gains $","Capital gains net capital losses carrier forward no.","Capital gains net capital losses carrier forward $","Foreign source income assessable foreign source income no.","Foreign source income assessable foreign source income $",Foreign source income other net foreign source income,Foreign source income other net foreign source income,"Foreign source income foreign income tax offset no.","Foreign source income foreign income tax offset $","Gross rent no.","Gross rent $","Rent interest deductions no.","Rent interest deductions $","Rent capital works deductions no.","Rent capital works deductions $","Rent other rental deductions no.","Rent other rental deductions $",Net rent - profit no.,Net rent - profit $,Net rent - loss no.,Net rent - loss $,"Net rent3 no.","Net rent3 $","Other income category 1 no.","Other income category 1 $","Other income category 2 no.","Other income category 2 $","Personal superannuation contributions no.","Personal superannuation contributions $","Other deductions no.","Other deductions $","Total business income3 no.","Total business income3 $","Total business expenses3 no.","Total business expenses3 $","Net income or loss from business no.","Net income or loss from business $","Estimated business net tax no.","Estimated business net tax $","Australian superannuation income stream tax offset no.","Australian superannuation income stream tax offset $","Net medical expenses over the threshold amount tax offset no.","Net medical expenses over the threshold amount tax offset $","Low income tax offset no.","Low income tax offset $","Mature age worker tax offset no.","Mature age worker tax offset $","Termination payment tax offset no.","Termination payment tax offset $"
3566,202,202,11218985,202,2048078,193,158312,2,4103,202,1891253,3,8270,137,6572419,41,113275,2,9294,1,8578,10,50583,7,45653,4,46709,2,61669,106,285784,33,145440,39,98960,39,42401,202,11896374,59,133355,13,94591,116,34886,6,11769,91,71446,0,0,3,4371,1,20097,61,16113,111,26691,170,630032,8,132974,12,112218,62,3088723,68,1150632,11,48254,0,0,1,8241,0,0,5,39416,5,7021,9,239838,8,33277,7,1526,7,1526,7,188,21,224281,15,63714,3,601,20,111844,12,75826,9,-27704,21,48122,23,1917,4,69980,12,175027,16,41686,18,3156997,17,2533093,18,626398,16,83149,6,5375,4,703,155,48566,34,14203,2,12738
3567,270,270,13902698,270,2383591,255,196405,5,3538,270,2153648,4,12849,194,8777485,66,89935,2,3874,4,52461,11,59484,9,92142,2,11264,1,21549,167,248840,65,133859,62,280679,62,120276,270,14696603,79,177983,18,50049,165,47285,8,12052,115,95389,2,866,12,5073,4,2317,60,6018,128,38256,225,714177,23,410619,20,268919,72,2844981,95,1092955,35,41117,1,59362,1,8553,2,3249,13,19564,12,2088,23,279395,33,267422,26,4842,24,4762,25,548,25,293055,23,148739,6,5120,25,171272,12,43443,13,-75519,25,-32076,33,5829,7,830,14,184188,20,94701,23,3494308,22,2539350,24,952136,22,129450,3,3668,3,3260,222,74646,54,22566,7,6194
3568,1062,1062,59397778,1062,11133802,1024,850000,13,21936,1062,11022951,28,108549,838,40589809,288,634363,6,51226,8,40984,51,206973,32,277695,16,254134,7,208850,703,1509631,233,387933,289,2216580,287,949622,1062,63205266,314,767991,101,281411,716,197285,32,48413,530,481896,15,8132,24,3026,35,74377,337,64259,526,123185,954,3731857,113,2011619,119,1151572,182,6092314,302,7187455,87,365566,3,76019,9,108238,9,41802,71,369458,71,78040,104,3997651,92,1190347,63,62004,63,62004,58,3175,137,1366366,89,659075,20,64573,135,757073,66,354881,70,-469236,136,-114355,90,15405,21,58225,78,1513182,62,163086,71,8707361,68,6272861,68,2433844,61,534337,21,49123,23,12723,811,267350,163,68412,15,100611
3570,282,282,14982158,282,2646446,271,213721,4,6431,282,2675128,4,21103,235,11282607,77,185649,11,84826,8,41693,10,39203,7,70680,2,14468,1,38267,155,254415,31,18897,63,361169,63,154696,282,15837261,78,189340,23,117746,172,46115,8,6805,173,135659,3,873,12,1467,9,6604,110,23832,154,32607,249,838277,24,390442,20,75204,49,2241446,58,490680,21,6707,4,129501,2,38552,4,6449,22,296967,22,81277,27,613344,25,133133,15,2174,15,2174,14,245,38,412188,29,212452,7,6253,37,184503,16,83280,22,-74300,38,8980,20,37144,3,28540,10,258049,16,19180,21,875389,21,528849,22,349962,16,71518,2,2170,6,1220,215,70256,50,21925,14,41824
3571,107,107,5295790,107,885451,102,75580,2,2220,107,820221,1,2163,69,3033926,19,78483,1,17613,1,1815,6,36617,4,48393,0,0,0,0,72,219375,27,22783,41,192547,41,82509,107,5841161,18,47332,7,52953,47,11466,2,1766,45,40346,1,47,1,752,2,2205,32,7630,39,8769,87,517512,3,63096,5,13191,47,1632902,36,259131,11,9096,1,53216,0,0,0,0,5,17257,5,1682,7,115334,10,306627,3,536,3,536,3,66,5,105847,3,29413,3,4579,5,23259,4,49812,1,-1216,5,48596,14,1092,0,0,16,340714,5,3532,25,2628535,24,2223606,25,392697,18,56329,0,0,2,1301,85,30067,12,5300,1,45
3572,95,95,5787112,95,1225700,90,84025,0,0,95,1076154,1,2831,69,4005190,24,86131,0,0,1,2297,4,27480,1,6488,0,0,0,0,43,94529,14,16106,20,68748,20,29451,95,6320630,22,80308,6,21763,53,15709,8,5005,46,138110,1,121,2,1125,2,70686,34,22175,53,24748,80,505384,8,132963,3,17094,29,1329215,27,163745,12,663,0,0,0,0,1,3992,4,7413,4,1225,6,128657,1,28367,3,325581,3,11822,3,118623,3,64810,2,36359,1,3565,3,38212,2,3437,1,-16763,3,-13326,13,5360,1,68125,9,123355,2,2279,16,1180147,14,919169,15,260978,10,43449,0,0,1,160,72,24814,10,4851,0,0
3573,128,128,6742525,128,1197852,115,91478,1,2561,128,1064425,1,2689,74,3092037,17,31899,0,0,0,0,8,39077,6,60110,3,73801,1,38438,93,417340,37,55507,52,286214,52,122603,128,7242960,15,32018,6,13349,62,13876,1,500,51,32168,2,20,3,216,2,214,32,7737,51,20745,105,499831,7,134600,10,134166,57,2060107,55,550816,20,12242,0,0,2,22614,0,0,7,168343,7,38435,9,337525,12,94740,8,5993,7,807,9,925,15,286810,9,49998,4,4702,15,138899,9,106344,6,-13133,15,93211,15,32245,2,133,14,365265,6,13723,18,2460631,16,2063722,18,384953,15,68344,3,8217,2,3985,100,33023,26,10747,2,7
3575,289,289,14396247,289,2494164,263,195366,2,2265,289,2404779,7,19587,224,9573398,76,64819,1,4185,1,1862,23,92510,9,80105,4,17072,0,0,175,523186,44,26757,81,318986,81,136688,289,15378981,78,179426,18,23659,182,49420,11,17690,143,138801,2,15,12,15262,4,2108,83,14771,135,28629,249,899928,17,320723,24,134648,79,2295509,101,1655889,54,270096,1,2112,2,27394,1,5671,28,328851,28,80316,33,937817,28,413005,26,10390,26,10390,25,769,26,265675,16,116613,3,9163,25,89137,15,95744,11,-44982,26,50762,25,6644,2,498,17,419425,12,9479,17,1720492,17,1346010,18,368946,13,57090,4,2560,9,10736,240,81865,45,20445,3,19779
3579,1871,1871,96720110,1871,16837530,1763,1354807,26,35028,1871,16507800,38,126961,1538,70034455,497,873199,17,128644,14,425872,121,539408,59,529976,32,349804,14,363574,1243,2575240,305,389338,470,2353020,468,1008352,1871,101412017,465,983951,143,485014,1325,345265,62,94672,916,676137,28,5715,50,85835,32,61786,525,245382,901,264131,1647,4571516,168,2894469,225,1723696,226,6103763,477,10401377,147,169092,5,63863,17,722222,16,144839,113,986225,112,225349,166,5098563,176,2002463,92,59641,88,26534,88,3816,254,2767590,174,1091562,62,127908,247,1350476,141,636540,113,-438896,254,197644,112,90289,16,74885,75,1175542,66,148086,162,13592689,158,10928047,162,2254430,127,480677,40,79723,30,18784,1494,510692,299,130583,32,380693
3580,341,341,16339994,341,2589385,316,228004,8,8418,341,2583900,4,3971,301,13788714,104,162134,12,105533,9,50447,26,117240,9,77024,3,60962,3,28469,184,212599,45,46689,68,116426,68,49884,341,17054496,135,248073,29,44445,270,72634,14,20068,186,129219,0,0,11,9014,6,17822,105,12527,200,47670,310,699841,22,360803,30,198595,27,685777,54,861151,23,141878,0,0,3,24226,2,22644,10,114845,10,27084,25,606031,25,346749,19,4402,19,4402,19,467,39,401645,32,166945,11,26778,39,217501,16,55803,23,-65382,39,-9579,18,2796,1,20772,5,61179,23,37190,19,1931632,20,1365869,20,563949,15,107131,4,10525,5,6956,286,100027,53,24406,14,11563
3581,65,65,3351818,65,577968,60,47805,0,0,65,602129,0,0,52,2350914,14,6914,1,7890,0,0,5,15019,0,0,0,0,0,0,45,111486,13,1925,21,32648,21,13986,65,3556720,10,20407,2,359,48,15470,1,1438,35,28722,0,0,1,310,1,4364,14,2672,27,7445,61,204902,7,125224,4,6205,9,-97524,20,844993,4,20035,0,0,1,30746,0,0,4,69726,4,16570,8,146277,9,23407,1,235,1,235,1,33,10,161271,4,17850,4,896,9,64837,8,82894,2,-5206,10,77688,7,226,0,0,6,119654,4,4061,6,536082,7,421555,7,83741,5,20066,0,0,0,0,52,17080,11,5281,1,197
3583,55,55,2800586,55,483415,49,38098,2,2960,55,476125,1,635,43,1915677,15,64870,0,0,2,5043,5,14720,4,27881,0,0,0,0,29,36816,7,2285,15,83832,15,35926,55,2983124,9,14644,4,14970,36,9041,4,12086,29,17701,1,8,0,0,1,6135,11,3983,21,5940,47,182538,3,63716,4,26833,14,375334,15,290382,5,9730,0,0,0,0,1,3027,4,21365,4,5151,5,42858,1,26301,5,170,5,170,4,12,5,53991,3,33990,1,221,4,15282,2,7331,3,-2833,5,4498,2,217,0,0,3,94436,2,3594,3,216613,3,115532,3,101081,3,8758,0,0,0,0,42,14651,1,500,2,352
3584,379,379,19786716,379,3453865,356,281003,8,7000,379,3510834,12,35839,313,15713967,87,132257,3,26893,2,1783,16,52345,8,70885,5,38699,5,289458,192,221771,47,5018,74,216734,74,92867,379,20963000,122,289567,35,79181,269,81423,18,21214,207,191994,5,1964,3,13826,6,4094,122,25884,186,45717,333,1175534,36,612973,38,364120,41,1281268,69,1720856,12,11766,2,44276,6,94516,2,7246,14,140044,13,33834,17,708445,19,70526,10,23793,8,1368,8,133,52,601413,42,277325,5,17581,49,318738,27,151557,25,-163788,52,-12231,14,4717,4,88092,22,405027,13,15643,19,2597901,21,1863451,22,729543,18,149213,3,5026,4,1794,294,102492,52,23018,4,3678
3585,4922,4922,284093193,4922,54729281,4647,4014303,75,116621,4922,55622777,179,533792,4204,206676027,1186,2441378,44,447994,53,382879,273,1154674,90,780780,69,983247,27,621604,2724,6283510,689,527847,1208,9064706,1207,3883452,4922,300824386,1566,3590680,491,1034663,3669,1016897,298,495022,2878,2806383,117,26544,103,197475,118,372040,1330,409330,2674,703533,4540,16591040,472,8207801,656,5868835,344,11719172,1150,39454750,410,2456642,23,351683,22,516339,32,177212,278,2506328,278,571081,390,8354800,387,4026386,253,111630,249,99213,217,10965,679,8635429,516,3942937,169,405014,678,4269937,322,2103976,362,-2086435,684,17541,338,318589,70,271333,269,5253388,274,554698,349,36655613,343,28275933,354,7922761,281,1613563,78,177510,78,73028,3676,1223772,556,239354,102,529071
3586,161,161,8146437,161,1418679,148,114442,1,1119,161,1468388,4,6354,123,6286583,31,31372,1,27840,1,38148,9,35712,2,24669,2,24295,0,0,86,107288,24,8131,34,72663,33,31134,161,8661714,57,138632,18,29520,108,30297,8,15455,95,98347,3,895,1,56,2,5646,38,6801,76,16493,138,515185,17,328149,22,162304,20,113940,55,1353736,24,124532,1,7650,2,13968,1,2869,9,48669,8,9502,12,152943,21,304926,13,10715,11,2145,13,1940,21,171378,19,126071,7,4204,21,69394,7,14710,12,-43001,19,-28291,11,3877,0,0,8,159051,7,13992,17,1021747,17,565500,17,458781,13,84848,2,3644,1,634,120,42137,13,4154,1,3257
3588,131,131,6057883,130,923606,120,83321,0,0,131,935195,5,14793,115,4943264,30,45149,3,15925,4,30476,11,48318,3,35249,2,10412,2,46793,65,119993,11,551,30,18406,30,7880,131,6411379,44,80871,11,35895,99,31120,10,19220,69,45200,0,0,2,80,0,0,33,5633,66,14085,119,285091,7,110633,9,50768,7,269001,11,113897,3,725,1,12989,0,0,1,24902,5,118992,5,17602,5,237985,5,55720,3,134,3,134,3,21,8,61300,7,39107,1,35,8,51039,0,0,8,-28881,8,-28881,7,90414,0,0,2,50000,3,2987,17,1259699,17,748866,17,510833,15,76903,1,1418,2,352,114,39518,24,10663,5,2404
3589,121,121,7773990,121,1656171,115,112339,0,0,121,1673536,2,3654,85,3481581,19,44663,0,0,0,0,5,11469,1,160,0,0,0,0,70,189577,13,2744,33,57294,33,24528,121,8585887,23,51343,4,23290,76,19452,6,11111,50,55032,1,1,2,184,0,0,21,3990,55,10513,100,811897,7,134387,8,46859,39,1734349,36,2718441,12,261109,0,0,3,212178,1,3195,4,34316,4,8786,4,128490,5,60123,3,251,3,251,2,31,21,206505,13,67582,1,31,21,96787,8,72137,13,-30032,21,42105,12,1072,5,241,24,635251,2,1730,12,750830,12,557829,12,39009,7,28186,0,0,2,658,84,28674,22,9356,1,6442
3590,128,128,6769001,128,1248287,118,90967,0,0,128,1263377,5,11785,103,4588722,24,21726,0,0,1,2950,4,21806,1,1250,2,37563,0,0,72,253893,14,7421,27,175631,27,75255,128,7290552,29,58855,7,5073,92,23497,5,8935,73,54859,2,681,2,1348,5,17967,30,10611,70,19721,118,519774,6,87596,18,136875,34,1107390,28,684353,8,5339,1,49416,5,59157,2,9906,6,132123,6,42005,11,254237,15,245960,8,8592,8,8592,6,429,17,152603,13,74476,1,439,17,84929,7,24977,10,-32218,17,-7241,7,3175,2,120,13,301541,6,16686,6,313174,7,237870,7,75304,4,10249,2,5634,2,535,94,31566,19,7069,1,181
3591,86,86,4601308,86,811898,82,65955,0,0,86,832444,8,30578,76,3942752,24,69131,1,2034,2,6336,2,6656,0,0,0,0,0,0,54,116030,8,1291,17,9106,17,3902,86,4913022,32,69193,12,20765,69,20698,11,10022,54,51004,2,212,0,0,1,1232,29,8296,36,13585,79,309833,15,236923,15,130593,18,384514,20,147083,6,560,0,0,4,51277,0,0,5,9891,5,1901,5,21235,8,51750,5,338,5,338,4,54,14,86000,11,59865,1,13,14,40851,5,4060,9,-18789,14,-14729,8,1868,0,0,4,100831,7,13995,6,669359,6,556677,6,178034,3,46371,0,0,1,896,63,20891,12,4964,1,382
3594,204,204,9757616,204,1576145,186,134055,3,4318,204,1603410,5,15844,184,8568357,57,118113,5,60854,9,91658,17,71647,6,30164,1,6773,3,27189,95,232103,20,1889,31,225997,31,96854,204,10406942,75,194760,27,55336,168,46918,11,15677,135,128083,4,912,7,15625,1,9900,48,7256,119,31794,189,639962,19,309076,28,174623,17,148585,28,416874,11,11264,0,0,9,93872,0,0,8,12137,8,1270,13,641869,16,91037,5,1460,5,1460,3,439,19,145778,11,53409,4,3869,19,65635,12,46054,7,-23189,19,22865,12,5522,1,2618,6,130592,3,3056,17,632711,18,454024,17,178687,12,19932,2,2940,2,668,172,59417,34,14214,10,16885
3595,198,198,9254905,198,1449857,185,128199,1,595,198,1430058,6,18235,171,7864931,52,130780,3,20552,1,729,19,84926,3,22997,2,25817,0,0,81,136370,28,16266,34,128653,34,55130,198,9881265,55,145983,20,118217,157,44895,11,19090,109,88923,1,33,1,10,0,0,45,10305,99,31399,179,625705,9,130382,5,36939,24,577899,25,161438,7,2734,2,51337,2,31516,0,0,7,62641,7,12949,10,138441,13,25076,5,884,5,884,3,88,15,136616,13,77723,5,6883,15,71952,5,15140,10,-35082,15,-19942,10,7935,0,0,9,163000,6,3850,14,2530170,13,2245655,14,280407,13,44343,2,1783,3,788,168,58214,28,12811,5,34161
3596,54,54,4211802,54,1028590,51,61135,0,0,54,969792,1,3176,36,1655648,9,5915,2,6771,1,3525,0,0,0,0,1,10195,0,0,37,205537,9,1326,16,17174,16,7359,54,4539053,16,34280,2,65,29,8926,0,0,21,18005,0,0,5,23230,0,0,12,2629,26,7718,49,327251,4,66085,9,73033,22,2491264,26,239797,5,7905,0,0,0,0,0,0,4,23276,4,3766,4,166741,3,5234,4,407,4,407,2,27,10,177635,6,41684,2,10749,10,82392,8,48829,2,-6019,10,42810,10,721,0,0,10,225508,2,6890,4,593777,2,281449,4,312328,4,28510,1,1529,2,4133,40,11006,8,4000,1,235
3597,184,184,9925858,184,1738219,175,141543,3,3219,184,1699089,2,5387,139,6592261,32,111665,0,0,0,0,6,30773,2,14888,2,45786,0,0,98,355398,23,2852,41,132302,41,56691,184,10899863,66,200272,20,35418,114,33774,10,12018,89,76982,1,10,3,5146,2,4206,32,6051,77,19708,156,906010,8,129037,7,46910,49,1994292,49,773064,9,6553,2,14677,1,12216,0,0,12,349217,12,41119,16,713828,14,351925,10,3275,10,3275,12,34150,21,264924,15,100539,7,15032,21,153754,15,50998,6,-55399,21,-4401,16,31417,0,0,20,496600,5,15825,15,2807044,15,2355251,15,452082,13,71310,2,6868,1,1396,137,44787,21,9076,0,0
3599,51,51,2769636,51,503160,47,39431,1,890,51,507515,0,0,38,1820353,6,2124,0,0,0,0,1,1002,1,1464,0,0,0,0,26,146575,5,1471,11,116642,11,49987,51,3079981,20,43398,4,9436,31,10508,1,1572,24,18447,0,0,2,1013,0,0,14,1403,28,8958,42,310345,1,8043,2,4450,15,597410,8,513867,2,632,0,0,2,18522,0,0,2,22939,2,6827,2,45666,3,125841,0,0,0,0,0,0,9,116451,7,43104,2,5097,7,51733,3,39586,6,-23069,9,16517,0,0,0,0,7,213000,2,2610,4,236578,4,165470,4,71108,3,4378,0,0,0,0,39,12256,8,3131,0,0
3608,870,870,48710598,870,9065157,824,679551,14,18104,870,9214694,32,108843,738,38662284,215,679825,18,111813,16,83760,57,249333,24,184827,17,199673,16,442694,499,945735,101,52319,203,1490745,201,638622,870,51342709,325,747531,113,254420,622,185521,35,51887,572,481732,10,2611,21,20648,17,20752,450,79377,526,148747,799,2605919,57,1102993,87,520745,68,701204,136,3713464,40,260713,7,140265,7,117182,4,38171,46,639079,46,134223,50,1282670,62,975174,32,242977,31,52024,22,54177,147,1812626,118,898402,52,123594,144,837144,56,383723,92,-430237,148,-46514,67,45411,3,19936,26,546375,31,58194,70,6964753,67,4871060,71,1984251,60,366506,21,42938,12,13069,658,220566,126,53764,25,12474
3610,516,516,26160433,516,4443882,480,361665,5,5418,516,4388197,11,41644,431,19917532,131,362189,13,78294,16,121389,36,150300,11,94020,5,77326,9,218715,288,509794,65,23409,124,887376,123,380213,516,27733621,185,399171,49,128746,356,96590,22,31273,332,375507,5,1021,13,44245,20,34946,246,41981,299,85527,466,1490466,53,1051754,63,590719,69,1822248,107,1398205,38,65337,2,158234,9,507727,5,78742,25,225125,25,41133,34,635367,33,345435,29,170599,26,162615,24,17988,80,1072073,70,683300,23,48093,76,432123,28,230482,50,-321925,78,-91443,27,92718,4,9070,14,214176,22,34185,51,6664548,49,5556482,52,848301,36,131642,9,22918,18,30073,396,141228,66,29831,16,11649
3612,518,518,26831877,518,4661136,480,373189,3,5558,518,4633775,12,42795,464,22806951,155,230300,9,52376,10,95594,35,145158,8,80184,9,166152,5,186046,257,652702,56,34241,114,441892,114,189236,518,28597910,208,463885,60,159755,393,132033,31,32896,370,398758,11,4472,12,2722,11,3858,246,40658,345,67051,491,1721254,59,984388,43,193483,34,1209280,69,1329431,21,172685,1,680,1,8186,6,20547,24,200939,24,31599,32,1159296,27,685357,15,6177,14,1083,11,475,56,625962,48,347596,17,19334,56,385333,15,79065,41,-205366,56,-126301,19,42169,3,137,18,373859,27,41307,34,1890164,35,1000279,35,888262,25,174620,13,41146,10,1803,409,138344,74,31826,15,104723
3614,399,399,24377277,398,4954708,387,352930,5,6389,399,5100014,12,48027,348,18949103,100,125102,7,75560,9,14856,24,114138,6,56252,6,142689,1,46826,237,139392,46,8051,104,437954,104,187649,399,25635632,152,362226,45,53242,290,77233,20,37304,263,292320,3,1483,9,6519,7,5264,188,27055,232,62482,368,1178926,32,578783,33,203508,32,450218,76,2669595,32,282595,1,5116,3,48093,2,22692,21,1483271,21,593571,27,3307832,28,231436,21,4654,21,4654,17,744,72,760002,65,399424,26,46216,72,388915,26,141317,46,-215870,72,-74553,28,6999,11,121744,14,193480,37,60318,31,1855305,31,1153361,31,677846,22,93873,7,23825,11,6801,282,88618,52,21381,12,9670
3616,2052,2052,120183985,2052,23529213,1964,1719352,17,16639,2052,23817509,63,196846,1799,97492543,509,1043791,58,645854,60,517370,134,659787,35,272503,34,684668,19,454017,1129,2217737,225,126542,543,5634165,538,2413962,2052,126481841,806,1727280,248,500726,1537,453560,119,190590,1463,1478532,74,17092,59,20929,78,173252,1128,285195,1270,323552,1901,6223313,141,2508756,245,2060793,190,3675591,342,5580808,158,506270,4,18562,17,851372,23,129067,111,1680545,110,362272,160,5170080,141,1975928,92,50264,89,45595,83,4991,284,3903753,246,2223444,91,236012,293,1924717,103,864778,191,-1345198,294,-480420,75,120964,10,142730,43,815927,112,219274,143,13776200,142,11328005,147,1994837,103,409857,41,125860,76,58868,1490,495605,205,85790,75,333545
3617,58,58,3012209,58,523270,56,42713,0,0,58,531823,1,9175,46,2322873,17,71279,2,30578,3,3021,1,1035,1,15657,1,4592,1,12875,37,68843,10,1048,25,52675,25,22573,58,3184882,22,54954,4,3840,39,12169,1,1003,33,33314,1,581,0,0,1,38,38,9561,26,4517,50,169458,5,91850,5,29569,13,-239926,13,422933,4,836,0,0,1,148676,2,4106,7,254966,7,61116,7,527826,4,11593,1,53,1,53,1,9,7,90854,6,38881,2,2711,7,46963,2,16763,5,-14464,7,2299,3,354,0,0,3,45580,2,3901,6,540713,6,352573,6,64372,3,41475,0,0,0,0,43,16037,8,3917,2,1904
3618,251,251,12666094,251,2113139,240,179696,6,6368,251,2065845,6,15359,220,10871439,53,98774,5,49198,10,95431,16,80662,1,360,4,217414,2,64629,120,132590,19,2986,37,51138,37,21910,251,13267879,107,218653,20,37756,189,54353,12,20879,158,150979,6,499,2,1258,1,59,109,14928,145,43075,223,554938,25,539121,17,132520,29,846483,43,244289,21,13558,0,0,3,27405,2,2986,11,52156,11,6267,12,158427,7,40658,10,4201,9,2201,10,545,28,398884,24,227065,11,46736,28,207503,8,53439,20,-135859,28,-82420,14,1035,4,3941,2,7100,4,4375,17,1258726,17,921456,16,337270,11,72645,6,38144,5,1445,203,67741,25,11756,12,26639
3620,2872,2872,156649487,2872,28692576,2716,2217907,43,57549,2872,29133729,80,236509,2497,128028067,795,1818623,56,561553,72,530319,193,950860,54,509298,44,461990,19,377442,1606,2727247,353,191490,660,3493924,658,1496992,2872,166612902,1189,2955442,286,699074,2178,694166,131,255982,2007,2209809,83,17523,79,100686,77,138506,1232,410411,1692,545237,2677,9751673,247,4196503,317,2563530,202,4564349,490,10684914,219,576283,13,449652,19,371469,21,139981,155,3908585,154,1265309,203,7094736,196,2752892,144,372578,134,58205,123,95762,436,5889675,353,3119488,108,300222,426,2616399,172,1350733,265,-1497167,437,-146434,121,96999,13,60827,78,1360214,179,356900,193,21704620,193,17091721,195,4500004,147,871264,47,72977,61,44969,2220,728796,322,141493,85,211834
3621,825,825,41899528,825,7065545,766,582235,7,6357,825,7107938,12,39408,720,36456296,228,432578,17,104140,16,60124,61,284754,24,206219,5,81218,5,109529,411,477944,76,63723,144,635071,143,271916,825,44385841,296,714656,59,200047,646,211665,40,69760,576,560188,12,2010,14,14580,14,10636,366,61006,474,145040,757,2375198,50,959973,63,516719,101,1791836,105,1517538,33,18326,2,30973,19,327154,7,30047,28,269281,28,36013,36,830618,42,582838,15,77813,14,2981,14,230,103,997208,91,698357,28,66689,104,530346,31,94509,75,-392693,106,-298184,28,18484,6,438,16,297818,47,87792,59,7562368,58,5922318,62,1607200,46,213801,5,15984,5,2093,649,217925,75,31943,26,43488
3622,132,132,7940860,132,1540983,123,114116,2,3380,132,1540479,2,4913,107,5891386,37,64649,2,2155,5,19839,4,27777,1,5600,1,24630,0,0,70,66401,14,30324,26,280372,26,120150,132,8357470,33,87297,13,43417,90,27416,6,8838,85,82029,1,67,1,42,0,0,44,14614,69,38047,120,398472,9,126963,11,71625,29,652111,32,1024457,9,70936,0,0,5,153504,1,3918,4,2808,4,646,5,5950,11,155189,3,1338,3,1338,4,3718,15,191104,16,122698,2,8309,16,75704,7,48843,9,-64450,16,-15607,13,22887,0,0,5,83776,8,12929,12,1361286,14,1160793,14,198741,9,40906,1,3694,1,477,87,25181,14,4968,4,2308
3623,341,341,17585515,341,3012281,321,250610,2,3509,341,2970660,11,29027,281,14095608,78,243006,9,191339,14,181156,22,124085,10,72693,8,90372,1,33236,183,213643,44,13575,70,408896,70,175123,341,18623909,121,289728,33,142007,224,73509,12,31377,209,213525,3,3833,3,3948,5,11354,128,33866,183,43832,295,1019228,20,337851,27,242032,56,1410815,71,713180,28,13339,1,6620,7,42438,3,52304,21,99754,21,17010,26,416333,21,267995,23,3098,23,3098,22,399,31,357820,25,250910,8,25777,31,177724,15,31043,16,-127634,31,-96591,14,49826,4,621,12,147273,19,24976,25,3076420,27,2542055,27,534365,20,63246,8,16640,4,581,281,88463,55,23525,17,47668
3624,185,185,8611614,185,1354140,173,121030,1,1324,185,1349227,6,12330,147,6869458,54,118597,3,31098,6,17353,17,96281,4,24891,5,60367,0,0,94,157618,26,3535,43,119970,43,51409,185,9254746,64,131574,17,45779,125,45979,14,29453,102,142767,5,790,1,52,4,11982,68,11706,88,19181,163,570350,12,188657,19,208072,32,1175745,35,280965,17,22083,1,31934,1,75905,1,7455,14,59992,14,14387,14,119335,6,36523,14,846,14,846,14,202,22,251262,20,125201,4,1050,22,92981,11,59169,11,-27139,22,32030,9,20947,2,11,8,115871,6,13722,14,1663437,13,1241227,14,410069,11,43385,5,8388,5,1897,159,55727,26,11837,8,9304
